Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/20679.png,Beck Bennett,https://www.personality-database.com/profile/20679/beck-bennett-actors-usa-mbti-personality-type,,,,3,,,,,,,,,,,,
Ti,Se,86%,,,Ni,,,34%,5%,68%,61%,0%,61%,61%,Fe,,https://api.personality-database.com/profile_images/779.png,Ben Affleck,https://www.personality-database.com/profile/779/ben-affleck-actors-usa-mbti-personality-type,12,,,2,,2,,22,2,1,,,,,,3
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/35905.png,Ben Foster,https://www.personality-database.com/profile/35905/ben-foster-actors-usa-mbti-personality-type,,,,,,,,,,4,,,,,,
Ne,Fi,,100%,75%,Te,,100%,100%,0%,75%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/22291.png,Ben Stiller,https://www.personality-database.com/profile/22291/ben-stiller-actors-usa-mbti-personality-type,4,,,,,,,,,12,,,,,,
Ne,Fi,,87%,93%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,https://api.personality-database.com/profile_images/5460.png,Benicio Del Toro,https://www.personality-database.com/profile/5460/benicio-del-toro-actors-usa-mbti-personality-type,,,,,,,,1,,10,,,,3,,1
Fi,Se,87%,87%,,Ni,,,13%,0%,60%,87%,33%,53%,,Te,,https://api.personality-database.com/profile_images/19924.png,Bill Cosby,https://www.personality-database.com/profile/19924/bill-cosby-actors-usa-mbti-personality-type,,1,,,3,8,1,,1,,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Bill Fichtner,https://www.personality-database.com/profile/21954/bill-fichtner-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,67%,,,Si,,96%,0%,96%,96%,,4%,0%,100%,Fe,,https://api.personality-database.com/profile_images/8005.png,Bill Hader,https://www.personality-database.com/profile/8005/bill-hader-actors-usa-mbti-personality-type,,,,15,,,1,,,,,8,,,,
Ne,Ti,,,98%,Fe,,78%,0%,78%,100%,,0%,22%,100%,Si,,https://api.personality-database.com/profile_images/2977.png,Bill Murray,https://www.personality-database.com/profile/2977/bill-murray-actors-usa-mbti-personality-type,,,,1,,,,,,,,31,,,,9
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Billy Bob Thornton,https://www.personality-database.com/profile/44703/billy-bob-thornton-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,,3
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/19540.png,Billy Crudup,https://www.personality-database.com/profile/19540/billy-crudup-actors-usa-mbti-personality-type,,,,,,,,,5,,,,,,,
Fi,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/49938.png,Billy Crystal,https://www.personality-database.com/profile/49938/billy-crystal-actors-usa-mbti-personality-type,,,,1,,1,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/33472.png,Billy Dee Williams,https://www.personality-database.com/profile/33472/billy-dee-williams-actors-usa-mbti-personality-type,,,,,5,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Billy West,https://www.personality-database.com/profile/20724/billy-west-actors-usa-mbti-personality-type,,,,,2,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/25838.png,Bob Odenkirk,https://www.personality-database.com/profile/25838/bob-odenkirk-actors-usa-mbti-personality-type,,,,21,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/12098.png,Boyd Holbrook,https://www.personality-database.com/profile/12098/boyd-holbrook-actors-usa-mbti-personality-type,,,,,,,,,,,,,,4,,
Se,Fi,,83%,86%,Te,,,9%,3%,94%,88%,3%,86%,,Ni,,https://api.personality-database.com/profile_images/1048.png,Brad Pitt,https://www.personality-database.com/profile/1048/brad-pitt-actors-usa-mbti-personality-type,,3,1,1,,3,,2,1,2,,,1,47,1,7
Ne,Fi,,,100%,Fe,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,Brad Renfro,https://www.personality-database.com/profile/23665/brad-renfro-actors-usa-mbti-personality-type,,,,,,,,,,1,,,,,,1
Ni,Fe,97%,100%,,Ti,93%,90%,90%,0%,,,3%,7%,,Se,,https://api.personality-database.com/profile_images/14694.png,Bradley Cooper,https://www.personality-database.com/profile/14694/bradley-cooper-actors-usa-mbti-personality-type,25,,,,1,2,,,1,,,,,,,
Ne,Ti,,,100%,Fe,,100%,21%,79%,100%,,0%,0%,79%,Si,,https://api.personality-database.com/profile_images/17524.png,Brandon Lee,https://www.personality-database.com/profile/17524/brandon-lee-actors-usa-mbti-personality-type,,,,,,,,,,3,,11,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/1398.png,Brandon Routh,https://www.personality-database.com/profile/1398/brandon-routh-actors-usa-mbti-personality-type,9,,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,58%,Fe,,https://api.personality-database.com/profile_images/22625.png,Brendan Fraser,https://www.personality-database.com/profile/22625/brendan-fraser-actors-usa-mbti-personality-type,,,,,,5,,7,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Brett Gelman,https://www.personality-database.com/profile/43076/brett-gelman-actors-usa-mbti-personality-type,,1,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Brian O'Halloran,https://www.personality-database.com/profile/22528/brian-ohalloran-actors-usa-mbti-personality-type,,,,,,,,,,,,,,2,,
Se,Fi,,82%,73%,Te,,,0%,9%,100%,91%,0%,91%,,Ni,,https://api.personality-database.com/profile_images/10875.png,Bruce Campbell,https://www.personality-database.com/profile/10875/bruce-campbell-actors-usa-mbti-personality-type,,,,1,,1,,1,,,,,,8,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/50522.png,Bruce Dern,https://www.personality-database.com/profile/50522/bruce-dern-actors-usa-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Si,,77%,71%,Ne,74%,,0%,0%,,100%,74%,26%,,Ti,,https://api.personality-database.com/profile_images/1026.png,Bruce Willis,https://www.personality-database.com/profile/1026/bruce-willis-actors-usa-mbti-personality-type,,,,,5,,,4,,,,,18,1,,3
Ti,Ne,84%,,,Si,,92%,5%,86%,76%,,8%,0%,95%,Fe,,https://api.personality-database.com/profile_images/10455.png,Bryan Cranston,https://www.personality-database.com/profile/10455/bryan-cranston-actors-usa-mbti-personality-type,1,1,1,27,,,1,,,,4,,,,2,
Ti,Se,73%,,,Ni,,,0%,0%,100%,100%,0%,100%,82%,Fe,,https://api.personality-database.com/profile_images/15884.png,Burt Reynolds,https://www.personality-database.com/profile/15884/burt-reynolds-actors-usa-mbti-personality-type,,,,,,,,8,,,,,,2,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/35056.png,C. Thomas Howell,https://www.personality-database.com/profile/35056/c-thomas-howell-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,4,
Se,Ti,,,86%,Fe,,,0%,14%,100%,86%,0%,86%,100%,Ni,,/images/profile_transparent.png,Caleb McLaughlin,https://www.personality-database.com/profile/35640/caleb-mclaughlin-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,,6
Ni,Fe,60%,97%,,Ti,93%,93%,93%,0%,,,0%,7%,,Se,,https://api.personality-database.com/profile_images/42452.png,Cameron Boyce,https://www.personality-database.com/profile/42452/cameron-boyce-actors-usa-mbti-personality-type,16,,,,,1,,1,12,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Cameron Britton,https://www.personality-database.com/profile/50599/cameron-britton-actors-usa-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,56%,56%,,Si,,67%,56%,11%,67%,,33%,0%,,Te,,https://api.personality-database.com/profile_images/14937.png,Cameron Monaghan,https://www.personality-database.com/profile/14937/cameron-monaghan-actors-usa-mbti-personality-type,,5,,,,,,,,,,1,,,3,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33473.png,Carl Weathers,https://www.personality-database.com/profile/33473/carl-weathers-actors-usa-mbti-personality-type,,,,,,,,,,,,,4,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33460.png,Cary-Hiroyuki Tagawa,https://www.personality-database.com/profile/33460/caryhiroyuki-tagawa-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,,4
Se,Ti,,,100%,Fe,,,22%,0%,100%,78%,0%,78%,72%,Ni,,https://api.personality-database.com/profile_images/1033.png,Casey Affleck,https://www.personality-database.com/profile/1033/casey-affleck-actors-usa-mbti-personality-type,,,,,,,,,,4,,,,1,,13
Ne,Fi,,100%,100%,Te,,70%,70%,0%,100%,,0%,30%,,Si,,https://api.personality-database.com/profile_images/25515.png,Chadwick Boseman,https://www.personality-database.com/profile/25515/chadwick-boseman-actors-usa-mbti-personality-type,,,,,,,,,,7,,,,3,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Channing Tatum,https://www.personality-database.com/profile/25806/channing-tatum-actors-usa-mbti-personality-type,,,,,,5,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Charles Martinet,https://www.personality-database.com/profile/43722/charles-martinet-actors-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/30443.png,Charlie Day,https://www.personality-database.com/profile/30443/charlie-day-actors-usa-mbti-personality-type,,,,,,,,,,8,,,,,,
Ti,Se,94%,,,Ni,,,3%,0%,100%,97%,0%,97%,97%,Fe,,https://api.personality-database.com/profile_images/3068.png,Charlie Sheen,https://www.personality-database.com/profile/3068/charlie-sheen-actors-usa-mbti-personality-type,,1,,,,,,31,,,,,,,,2
Te,Si,,,100%,Ne,92%,,8%,0%,,92%,83%,8%,92%,Fi,,https://api.personality-database.com/profile_images/15885.png,Charlton Heston,https://www.personality-database.com/profile/15885/charlton-heston-actors-usa-mbti-personality-type,,,,,,,,,1,,,,,,10,1
Ne,Ni,,,92%,Fe,54%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/8844.png,Chevy Chase,https://www.personality-database.com/profile/8844/chevy-chase-actors-usa-mbti-personality-type,,,1,,,,,,,,6,6,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/20946.png,Chosen Jacobs,https://www.personality-database.com/profile/20946/chosen-jacobs-actors-usa-mbti-personality-type,,,,,,5,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Chris Carmack,https://www.personality-database.com/profile/22560/chris-carmack-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Si,,95%,58%,Ne,67%,,12%,0%,,88%,63%,25%,,Ti,,https://api.personality-database.com/profile_images/923.png,Chris Evans,https://www.personality-database.com/profile/923/chris-evans-actors-usa-mbti-personality-type,1,4,,,4,12,3,,1,1,,,29,2,,
Fi,Se,94%,100%,,Ni,,,6%,0%,100%,94%,0%,94%,,Te,,https://api.personality-database.com/profile_images/8842.png,Chris Farley,https://www.personality-database.com/profile/8842/chris-farley-actors-usa-mbti-personality-type,,1,,,,16,,,,,,,,1,,
Se,Fi,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,,Ni,50%,/images/profile_transparent.png,Chris Penn,https://www.personality-database.com/profile/22583/chris-penn-actors-usa-mbti-personality-type,,,,,,,,,,,,,,1,,1
Fi,Ne,93%,79%,,Si,,64%,64%,0%,93%,,7%,29%,,Te,,https://api.personality-database.com/profile_images/4825.png,Chris Pine,https://www.personality-database.com/profile/4825/chris-pine-actors-usa-mbti-personality-type,,9,,,1,,,3,,,,,,1,,
Fi,Ne,100%,88%,,Si,,79%,71%,9%,93%,,3%,18%,,Te,,https://api.personality-database.com/profile_images/3821.png,Chris Pratt,https://www.personality-database.com/profile/3821/chris-pratt-actors-usa-mbti-personality-type,3,45,,6,2,10,,2,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Chris Rock,https://www.personality-database.com/profile/30285/chris-rock-actors-usa-mbti-personality-type,,,,5,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Chris Tucker,https://www.personality-database.com/profile/42945/chris-tucker-actors-usa-mbti-personality-type,,,,,,,,2,,,,,,,,
Te,Ni,,,67%,Se,,100%,33%,67%,,,0%,0%,67%,Fi,50%,https://api.personality-database.com/profile_images/15163.png,Christian Borle,https://www.personality-database.com/profile/15163/christian-borle-actors-usa-mbti-personality-type,,1,,1,,,,,,1,3,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/18710.png,Christian Slater,https://www.personality-database.com/profile/18710/christian-slater-actors-usa-mbti-personality-type,,,,7,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Christopher Lloyd,https://www.personality-database.com/profile/45232/christopher-lloyd-actors-usa-mbti-personality-type,,2,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/10280.png,Christopher Reeve,https://www.personality-database.com/profile/10280/christopher-reeve-actors-usa-mbti-personality-type,,,,,,,,,,,,,,8,,
Ne,Ti,,,100%,Fe,,75%,0%,75%,75%,,25%,0%,79%,Si,,https://api.personality-database.com/profile_images/11816.png,Christopher Walken,https://www.personality-database.com/profile/11816/christopher-walken-actors-usa-mbti-personality-type,,,,,,,,,,,,18,5,,1,
Fe,Si,,58%,100%,Ne,79%,,0%,0%,,100%,79%,21%,,Ti,,https://api.personality-database.com/profile_images/7847.png,Chuck Norris,https://www.personality-database.com/profile/7847/chuck-norris-actors-usa-mbti-personality-type,,,,,,,,,,,,,11,,4,4
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11745.png,Clancy Brown,https://www.personality-database.com/profile/11745/clancy-brown-actors-usa-mbti-personality-type,,,,,,,,,,8,,,,,,
Ne,Ti,,,78%,Fe,,100%,10%,90%,97%,,0%,0%,90%,Si,,https://api.personality-database.com/profile_images/16694.png,Cole Sprouse,https://www.personality-database.com/profile/16694/cole-sprouse-actors-usa-mbti-personality-type,,5,,9,,,,,1,,1,47,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29249.png,Corey Feldman,https://www.personality-database.com/profile/29249/corey-feldman-actors-usa-mbti-personality-type,,,,,,5,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Creed Bratton,https://www.personality-database.com/profile/39937/creed-bratton-actors-usa-mbti-personality-type,,,,,,,,,,,,2,,,,
Ne,Ti,,,100%,Fe,,89%,0%,89%,100%,,0%,11%,100%,Si,,https://api.personality-database.com/profile_images/10759.png,Crispin Glover,https://www.personality-database.com/profile/10759/crispin-glover-actors-usa-mbti-personality-type,,,,,,,,,,,,8,,,,1
Ni,Te,67%,,,Fi,89%,89%,11%,78%,,,0%,11%,89%,Se,,https://api.personality-database.com/profile_images/22598.png,Dan Aykroyd,https://www.personality-database.com/profile/22598/dan-aykroyd-actors-usa-mbti-personality-type,,,5,,,,,1,1,,2,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Dan Futterman,https://www.personality-database.com/profile/22507/dan-futterman-actors-usa-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20073.png,Dana Carvey,https://www.personality-database.com/profile/20073/dana-carvey-actors-usa-mbti-personality-type,,7,,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Danny Aiello,https://www.personality-database.com/profile/22595/danny-aiello-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Ne,100%,,,Si,,91%,0%,91%,78%,,0%,9%,96%,Fe,,https://api.personality-database.com/profile_images/22592.png,Danny DeVito,https://www.personality-database.com/profile/22592/danny-devito-actors-usa-mbti-personality-type,,,5,16,,1,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/27618.png,Danny McBride,https://www.personality-database.com/profile/27618/danny-mcbride-actors-usa-mbti-personality-type,,,,,,,,4,,,,,,,,
Se,Ti,,,91%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/21960.png,Danny Trejo,https://www.personality-database.com/profile/21960/danny-trejo-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,10
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/33359.png,Dante Basco,https://www.personality-database.com/profile/33359/dante-basco-actors-usa-mbti-personality-type,,,,,,,,,,,,,,4,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33303.png,Darren Criss,https://www.personality-database.com/profile/33303/darren-criss-actors-usa-mbti-personality-type,,3,,,,,,,,,,,,,,
Se,Ti,,,96%,Fe,,,0%,0%,83%,100%,17%,83%,78%,Ni,,https://api.personality-database.com/profile_images/15624.png,Dave Bautista,https://www.personality-database.com/profile/15624/dave-bautista-actors-usa-mbti-personality-type,,,,,,,,1,,,,,4,1,,17
Fi,Ne,67%,67%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/50203.png,David Carradine,https://www.personality-database.com/profile/50203/david-carradine-actors-usa-mbti-personality-type,,2,,,,,,,,,,,,,,1
Te,Ni,,,67%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/25886.png,David Cross,https://www.personality-database.com/profile/25886/david-cross-actors-usa-mbti-personality-type,,,1,,,,,,,,2,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,David Duchovny,https://www.personality-database.com/profile/34611/david-duchovny-actors-usa-mbti-personality-type,,,,,,,,,,5,,,,,,
Si,Ne,88%,,,Si,53%,,18%,29%,,53%,53%,0%,71%,Ne,,https://api.personality-database.com/profile_images/11708.png,David Harbour,https://www.personality-database.com/profile/11708/david-harbour-actors-usa-mbti-personality-type,,3,,5,,,7,,,,,,2,,,
Fi,Se,100%,80%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/16294.png,David Hasselhoff,https://www.personality-database.com/profile/16294/david-hasselhoff-actors-usa-mbti-personality-type,,,,,,8,,2,,,,,,,,
Fe,Ni,,80%,80%,Se,80%,100%,80%,20%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/22509.png,David Schwimmer,https://www.personality-database.com/profile/22509/david-schwimmer-actors-usa-mbti-personality-type,,,,2,,,,,8,,,,,,,
Ti,Ne,100%,,,Si,,75%,0%,75%,100%,,0%,25%,100%,Fe,,https://api.personality-database.com/profile_images/3098.png,David Spade,https://www.personality-database.com/profile/3098/david-spade-actors-usa-mbti-personality-type,,,,15,,,,5,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Dax Shepard,https://www.personality-database.com/profile/42423/dax-shepard-actors-usa-mbti-personality-type,,2,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/20225.png,Dean Cain,https://www.personality-database.com/profile/20225/dean-cain-actors-usa-mbti-personality-type,,,6,,,,,,,,,,,,,
Fi,Ne,100%,,,Ni,,,50%,0%,100%,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/44704.png,Dean Norris,https://www.personality-database.com/profile/44704/dean-norris-actors-usa-mbti-personality-type,,1,,,,,,1,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48610.png,Dennis Hopper,https://www.personality-database.com/profile/48610/dennis-hopper-actors-usa-mbti-personality-type,,,,,,,,,,,1,,,,,
Ni,Fe,81%,89%,,Ti,78%,70%,70%,0%,,,11%,19%,,Se,,https://api.personality-database.com/profile_images/133.png,Denzel Washington,https://www.personality-database.com/profile/133/denzel-washington-actors-usa-mbti-personality-type,17,,,,,3,,2,1,1,,,2,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Derek Savage,https://www.personality-database.com/profile/47554/derek-savage-actors-usa-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,91%,26%,65%,91%,,9%,0%,70%,Si,,https://api.personality-database.com/profile_images/5461.png,Don Cheadle,https://www.personality-database.com/profile/5461/don-cheadle-actors-usa-mbti-personality-type,,,,,,,,,,6,,15,1,,1,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/21958.png,Don Johnson,https://www.personality-database.com/profile/21958/don-johnson-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Ne,84%,93%,,Si,,98%,91%,7%,98%,,0%,2%,,Te,,https://api.personality-database.com/profile_images/452.png,Donald Glover,https://www.personality-database.com/profile/452/donald-glover-actors-usa-mbti-personality-type,,35,,3,,,,,1,5,,,,1,,
Si,Fe,86%,71%,,Ti,100%,,0%,14%,,86%,86%,0%,,Ne,,https://api.personality-database.com/profile_images/20446.png,Donnie Wahlberg,https://www.personality-database.com/profile/20446/donnie-wahlberg-actors-usa-mbti-personality-type,,,1,,5,,,,,,,,,,1,
Si,Fe,100%,100%,,Ti,75%,,0%,0%,,100%,75%,25%,,Ne,,/images/profile_transparent.png,Drake Bell,https://www.personality-database.com/profile/36639/drake-bell-actors-usa-mbti-personality-type,,,,,3,1,,,,,,,,,,
Ne,Ti,,,95%,Fe,,95%,0%,95%,95%,,0%,5%,100%,Si,,https://api.personality-database.com/profile_images/13915.png,Dustin Hoffman,https://www.personality-database.com/profile/13915/dustin-hoffman-actors-usa-mbti-personality-type,,,,,,,,1,,,1,18,,,,
Ti,Se,98%,,,Ni,,,7%,20%,87%,74%,8%,65%,86%,Fe,,https://api.personality-database.com/profile_images/1861.png,"Dwayne ""The Rock"" Johnson",https://www.personality-database.com/profile/1861/dwayne-the-rock-johnson-actors-usa-mbti-personality-type,5,2,,21,7,1,1,67,,,,,,,1,1
Ne,Fi,,100%,91%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/23674.png,Dylan Minnette,https://www.personality-database.com/profile/23674/dylan-minnette-actors-usa-mbti-personality-type,,1,,,,,,,,10,,,,,,
Fi,Ne,91%,91%,,Si,,95%,86%,9%,100%,,0%,5%,,Te,,https://api.personality-database.com/profile_images/16085.png,Dylan O'Brien,https://www.personality-database.com/profile/16085/dylan-obrien-actors-usa-mbti-personality-type,,17,,2,,1,,,,2,,,,,,
Se,Ti,,,100%,Fe,,,0%,21%,86%,79%,0%,79%,100%,Ni,,https://api.personality-database.com/profile_images/21565.png,Dylan Sprouse,https://www.personality-database.com/profile/21565/dylan-sprouse-actors-usa-mbti-personality-type,,,,,,,,,,,2,1,,,,11
Te,Si,,,91%,Ne,64%,,0%,0%,,100%,64%,36%,100%,Fi,,https://api.personality-database.com/profile_images/10461.png,Ed Harris,https://www.personality-database.com/profile/10461/ed-harris-actors-usa-mbti-personality-type,,,,,,,1,,,,,,,,6,4
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Ed Helms,https://www.personality-database.com/profile/31261/ed-helms-actors-usa-mbti-personality-type,,,,,,3,,,,,,,,,,
Ti,Se,95%,,,Ni,,,10%,0%,86%,90%,10%,81%,62%,Fe,,https://api.personality-database.com/profile_images/11998.png,Eddie Murphy,https://www.personality-database.com/profile/11998/eddie-murphy-actors-usa-mbti-personality-type,1,1,,,1,5,,12,,,,,,,1,
Se,Fi,,67%,100%,Te,,,0%,0%,67%,100%,33%,67%,,Ni,,https://api.personality-database.com/profile_images/23613.png,Edward Furlong,https://www.personality-database.com/profile/23613/edward-furlong-actors-usa-mbti-personality-type,,,,,,,,,,,,,,2,1,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/13086.png,Edward Norton,https://www.personality-database.com/profile/13086/edward-norton-actors-usa-mbti-personality-type,,,,,,,,,25,,,,,,,
Se,Fi,,100%,95%,Te,,,26%,0%,100%,74%,0%,74%,,Ni,,https://api.personality-database.com/profile_images/22499.png,Elijah Wood,https://www.personality-database.com/profile/22499/elijah-wood-actors-usa-mbti-personality-type,,,,,,1,,,,5,,,,13,,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,https://api.personality-database.com/profile_images/23614.png,Emile Hirsch,https://www.personality-database.com/profile/23614/emile-hirsch-actors-usa-mbti-personality-type,,,,,,,,,,2,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34455.png,Eric Roberts,https://www.personality-database.com/profile/34455/eric-roberts-actors-usa-mbti-personality-type,,3,,,,,,,,,,,,,,
Ni,Fe,60%,60%,,Ti,60%,100%,60%,40%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/12664.png,Ethan Hawke,https://www.personality-database.com/profile/12664/ethan-hawke-actors-usa-mbti-personality-type,6,,,,,,,,,,,4,,,,
Se,Fi,,83%,100%,Te,,,17%,0%,100%,83%,0%,83%,,Ni,,/images/profile_transparent.png,Evan Peters,https://www.personality-database.com/profile/27346/evan-peters-actors-usa-mbti-personality-type,,,,,,,,,,1,,,,4,,1
