Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Se,75%,,,Ni,,,0%,0%,75%,100%,25%,75%,75%,Fe,,https://api.personality-database.com/profile_images/14918.png,Udo Dirkschneider,https://www.personality-database.com/profile/14918/udo-dirkschneider-musicians-europe-mbti-personality-type,,,,,,,,3,,,,,1,,,
Te,Ni,,,100%,Se,79%,86%,14%,71%,,,0%,14%,71%,Fi,,https://api.personality-database.com/profile_images/31196.png,Vangelis,https://www.personality-database.com/profile/31196/vangelis-composers-of-the-movies-mbti-personality-type,,,,,,,,,1,1,10,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/21969.png,Viktor Tsoi,https://www.personality-database.com/profile/21969/viktor-tsoi-musicians-europe-mbti-personality-type,,,,,,,,,,1,,,,,,
Se,Fi,,100%,100%,Te,,,33%,0%,100%,67%,0%,67%,,Ni,,https://api.personality-database.com/profile_images/16908.png,Ville Valo,https://www.personality-database.com/profile/16908/ville-valo-musicians-europe-mbti-personality-type,,,,,,,,,,3,,,,6,,
Fi,Se,100%,100%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,https://api.personality-database.com/profile_images/22444.png,VITAS,https://www.personality-database.com/profile/22444/vitas-musicians-europe-mbti-personality-type,,1,,,,2,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/35648.png,wavvyboi,https://www.personality-database.com/profile/35648/wavvyboi-musicians-europe-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/40152.png,Wolfgang Flür,https://www.personality-database.com/profile/40152/wolfgang-flr-musicians-europe-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/41576.png,Woodkid,https://www.personality-database.com/profile/41576/woodkid-musicians-europe-mbti-personality-type,,,,,,,,,,2,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/23694.png,Xavier de Rosnay,https://www.personality-database.com/profile/23694/xavier-de-rosnay-musicians-europe-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/42414.png,Yağmur Sarıgül,https://www.personality-database.com/profile/42414/yamur-sargl-musicians-europe-mbti-personality-type,,,,,,,,,,1,,,,,,
Se,Fi,,100%,100%,Te,,,20%,0%,80%,80%,0%,80%,,Ni,,https://api.personality-database.com/profile_images/3537.png,Yann Tiersen,https://www.personality-database.com/profile/3537/yann-tiersen-musicians-europe-mbti-personality-type,,,,,,,,,1,,,,,4,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/19274.png,Yanni,https://www.personality-database.com/profile/19274/yanni-musicians-europe-mbti-personality-type,,,,,,,,,5,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/20137.png,Yelle,https://www.personality-database.com/profile/20137/yelle-musicians-europe-mbti-personality-type,,,,,,,,1,,,,,,,,
Ni,Te,86%,,,Fi,86%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/10799.png,Yngwie Malmsteen,https://www.personality-database.com/profile/10799/yngwie-malmsteen-musicians-europe-mbti-personality-type,,,6,,,,,,,,,1,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/13019.png,Yukimi Nagano,https://www.personality-database.com/profile/13019/yukimi-nagano-musicians-europe-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/49771.png,Zak Tell,https://www.personality-database.com/profile/49771/zak-tell-musicians-europe-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,89%,100%,,Si,,78%,78%,0%,78%,,11%,11%,,Te,,https://api.personality-database.com/profile_images/30272.png,Zara Larsson,https://www.personality-database.com/profile/30272/zara-larsson-musicians-europe-mbti-personality-type,1,5,,,1,1,,,,1,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/34507.png,Zucchero,https://www.personality-database.com/profile/34507/zucchero-musicians-europe-mbti-personality-type,,,,,,,2,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,8%,92%,100%,,0%,0%,92%,Fe,,https://api.personality-database.com/profile_images/11681.png,Psy,https://www.personality-database.com/profile/11681/psy-musicians-south-korea-kpop-mbti-personality-type,,1,,12,,,,,,,,,,,,
Ne,Fi,,91%,99%,Te,,,42%,3%,82%,55%,16%,38%,,Si,,https://api.personality-database.com/profile_images/4243.png,Jungkook,https://www.personality-database.com/profile/4243/jungkook-musicians-south-korea-kpop-mbti-personality-type,,,,1,,,,,2,60,,3,23,48,1,8
Ni,Fe,100%,100%,,Ti,59%,59%,59%,0%,,,0%,41%,,Se,,https://api.personality-database.com/profile_images/11989.png,Hyuna,https://www.personality-database.com/profile/11989/hyuna-musicians-south-korea-kpop-mbti-personality-type,19,,,,,13,,,,,,,,,,
Te,Ni,,,98%,Se,66%,97%,31%,66%,,,2%,1%,68%,Fi,,https://api.personality-database.com/profile_images/4241.png,Suga,https://www.personality-database.com/profile/4241/suga-musicians-south-korea-kpop-mbti-personality-type,1,1,1,1,,,,,4,62,136,8,,2,4,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Ace (Vav),https://www.personality-database.com/profile/49543/ace-vav-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,,,2
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Ahn Sohee,https://www.personality-database.com/profile/39977/ahn-sohee-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Fe,100%,67%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/24813.png,Ahn Yujin,https://www.personality-database.com/profile/24813/ahn-yujin-musicians-south-korea-kpop-mbti-personality-type,,,,,3,1,,2,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/24656.png,Ailee,https://www.personality-database.com/profile/24656/ailee-musicians-south-korea-kpop-mbti-personality-type,6,,,,,,,,,,,,,,,
Fi,Ne,88%,100%,,Si,,88%,88%,0%,88%,,13%,0%,,Te,,/images/profile_transparent.png,Amber,https://www.personality-database.com/profile/31827/amber-musicians-south-korea-kpop-mbti-personality-type,,7,,,,,,,,,,,1,,,
Se,Fi,,100%,100%,Te,,,0%,0%,80%,100%,20%,80%,,Ni,,https://api.personality-database.com/profile_images/25379.png,Arin (Oh My Girl),https://www.personality-database.com/profile/25379/arin-oh-my-girl-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,1,4,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/26404.png,Aron,https://www.personality-database.com/profile/26404/aron-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,2,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/26393.png,Asahi,https://www.personality-database.com/profile/26393/asahi-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,,,1
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/28413.png,Ashley (Ladies' Code),https://www.personality-database.com/profile/28413/ashley-ladies-code-musicians-south-korea-kpop-mbti-personality-type,,,,,2,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Ayno (Vav),https://www.personality-database.com/profile/49576/ayno-vav-musicians-south-korea-kpop-mbti-personality-type,,,,,,2,,,,,,,,,,
Ne,Fi,,69%,100%,Te,,75%,69%,6%,75%,,19%,6%,,Si,,https://api.personality-database.com/profile_images/21388.png,B.I (iKon),https://www.personality-database.com/profile/21388/bi-ikon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,11,1,,,,3,1
Ne,Fi,,100%,100%,Te,,61%,61%,0%,100%,,0%,39%,,Si,,https://api.personality-database.com/profile_images/18594.png,Bae Jinyoung,https://www.personality-database.com/profile/18594/bae-jinyoung-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,11,,,,7,,
Ti,Se,88%,,,Ni,,,0%,0%,75%,100%,25%,75%,,Fe,50%,https://api.personality-database.com/profile_images/26403.png,Baekho,https://www.personality-database.com/profile/26403/baekho-musicians-south-korea-kpop-mbti-personality-type,,,,,1,2,1,3,,,,,,1,,
Fi,Se,96%,78%,,Ni,,,30%,0%,96%,70%,0%,70%,,Te,,https://api.personality-database.com/profile_images/8917.png,Baekhyun,https://www.personality-database.com/profile/8917/baekhyun-musicians-south-korea-kpop-mbti-personality-type,,6,,,,11,,5,1,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,77%,100%,23%,77%,77%,Fe,,https://api.personality-database.com/profile_images/8946.png,BamBam (GOT7),https://www.personality-database.com/profile/8946/bambam-got7-musicians-south-korea-kpop-mbti-personality-type,,,,,,3,3,7,,,,,,,,
Fi,Fe,100%,100%,,Ti,60%,,30%,0%,,70%,30%,40%,,Te,,/images/profile_transparent.png,Bang Chan,https://www.personality-database.com/profile/28434/bang-chan-musicians-south-korea-kpop-mbti-personality-type,3,,,,3,4,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,83%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/30819.png,Bang Shi Hyuk,https://www.personality-database.com/profile/30819/bang-shi-hyuk-musicians-south-korea-kpop-mbti-personality-type,5,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/26386.png,Bang Yedam,https://www.personality-database.com/profile/26386/bang-yedam-musicians-south-korea-kpop-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Baron (Vav),https://www.personality-database.com/profile/49544/baron-vav-musicians-south-korea-kpop-mbti-personality-type,,,,,2,,,,,,,,,,,
Fe,Ti,,,100%,Fe,,,25%,25%,,,25%,25%,,Ti,50%,https://api.personality-database.com/profile_images/25378.png,Binnie (Oh My Girl),https://www.personality-database.com/profile/25378/binnie-oh-my-girl-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,1,,,1,1,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,BoA,https://www.personality-database.com/profile/41763/boa-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,,1,
Ne,Fi,,100%,58%,Te,,53%,53%,0%,100%,,0%,47%,,Si,,https://api.personality-database.com/profile_images/21389.png,Bobby (iKon),https://www.personality-database.com/profile/21389/bobby-ikon-musicians-south-korea-kpop-mbti-personality-type,,,,,,8,,,,10,,,,1,,
Fi,Se,100%,67%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/31907.png,Byeongkwan,https://www.personality-database.com/profile/31907/byeongkwan-musicians-south-korea-kpop-mbti-personality-type,,,,,,2,,1,,,,,,,,
Se,Fi,,69%,100%,Te,,,8%,23%,54%,69%,23%,46%,,Ni,,https://api.personality-database.com/profile_images/26960.png,Cha Eunwoo,https://www.personality-database.com/profile/26960/cha-eunwoo-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,1,3,,2,6,1,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Cha Hun,https://www.personality-database.com/profile/35851/cha-hun-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,,100%,Fe,,100%,50%,50%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/45409.png,Cha Junho,https://www.personality-database.com/profile/45409/cha-junho-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,1,,1,,,,
Ne,Fi,,100%,100%,Te,,92%,92%,0%,100%,,0%,8%,,Si,,https://api.personality-database.com/profile_images/20601.png,Chaeyoung,https://www.personality-database.com/profile/20601/chaeyoung-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,22,,,,2,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/31910.png,Chan (ACE),https://www.personality-database.com/profile/31910/chan-ace-musicians-south-korea-kpop-mbti-personality-type,,4,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Changmin (TVXQ),https://www.personality-database.com/profile/41755/changmin-tvxq-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,,1,
Te,Si,,,100%,Ne,71%,,0%,29%,,71%,71%,0%,100%,Fi,,https://api.personality-database.com/profile_images/21394.png,Chanwoo (iKon),https://www.personality-database.com/profile/21394/chanwoo-ikon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,2,,,5,
Ni,Fe,90%,95%,,Ti,85%,85%,85%,0%,,,5%,10%,,Se,,https://api.personality-database.com/profile_images/8919.png,Chanyeol,https://www.personality-database.com/profile/8919/chanyeol-musicians-south-korea-kpop-mbti-personality-type,15,1,,,1,,,1,1,,,,,1,,
Ti,Ne,84%,,,Si,,89%,16%,74%,84%,,0%,11%,84%,Fe,,https://api.personality-database.com/profile_images/8918.png,Chen,https://www.personality-database.com/profile/8918/chen-musicians-south-korea-kpop-mbti-personality-type,,1,,13,,,,2,2,,1,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Cheng Xiao,https://www.personality-database.com/profile/37421/cheng-xiao-musicians-south-korea-kpop-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Se,100%,,,Ni,,,22%,0%,89%,78%,0%,78%,56%,Fe,,https://api.personality-database.com/profile_images/24936.png,Chenle (NCT),https://www.personality-database.com/profile/24936/chenle-nct-musicians-south-korea-kpop-mbti-personality-type,1,1,,,,2,,5,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Cho Seungyoun,https://www.personality-database.com/profile/30949/cho-seungyoun-musicians-south-korea-kpop-mbti-personality-type,,4,,,,,,,,,,,,,,
Ni,Fe,100%,94%,,Ti,56%,100%,94%,6%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/20619.png,Choerry,https://www.personality-database.com/profile/20619/choerry-musicians-south-korea-kpop-mbti-personality-type,9,6,,1,,,,,,,,,,,,
Fe,Ni,,67%,100%,Se,67%,67%,67%,0%,,,0%,33%,,Ti,,https://api.personality-database.com/profile_images/24955.png,Choi Beomgyu,https://www.personality-database.com/profile/24955/choi-beomgyu-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,4,,,,,,,2
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/26391.png,Choi Hyunsuk,https://www.personality-database.com/profile/26391/choi-hyunsuk-musicians-south-korea-kpop-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,75%,75%,0%,100%,,0%,25%,,Te,,https://api.personality-database.com/profile_images/31872.png,Choi San,https://www.personality-database.com/profile/31872/choi-san-musicians-south-korea-kpop-mbti-personality-type,,6,,,,,,,,,,,,2,,
Ne,Fi,,100%,100%,Te,,56%,56%,0%,100%,,0%,44%,,Si,,https://api.personality-database.com/profile_images/24953.png,Choi Soobin,https://www.personality-database.com/profile/24953/choi-soobin-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,5,,,,4,,
Fi,Se,100%,100%,,Ni,,,17%,0%,100%,83%,0%,83%,,Te,,https://api.personality-database.com/profile_images/24812.png,Choi Yena,https://www.personality-database.com/profile/24812/choi-yena-musicians-south-korea-kpop-mbti-personality-type,,1,,,,5,,,,,,,,,,
Fi,Ne,100%,60%,,Si,,60%,60%,0%,60%,,40%,0%,,Te,,https://api.personality-database.com/profile_images/24954.png,Choi Yeonjun,https://www.personality-database.com/profile/24954/choi-yeonjun-musicians-south-korea-kpop-mbti-personality-type,,3,,,,,2,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Choi Yoojung,https://www.personality-database.com/profile/35112/choi-yoojung-musicians-south-korea-kpop-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,,50%,0%,100%,,0%,50%,,Te,50%,https://api.personality-database.com/profile_images/29441.png,Choi Yujin,https://www.personality-database.com/profile/29441/choi-yujin-musicians-south-korea-kpop-mbti-personality-type,,2,,,,1,,,,,,,,1,,
Se,Fi,,83%,100%,Te,,,17%,0%,83%,83%,17%,67%,,Ni,,/images/profile_transparent.png,Chungha,https://www.personality-database.com/profile/35113/chungha-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,1,,,,4,1,
Fi,Ne,100%,95%,,Si,,95%,95%,0%,60%,,0%,5%,,Te,,https://api.personality-database.com/profile_images/20622.png,Chuu,https://www.personality-database.com/profile/20622/chuu-musicians-south-korea-kpop-mbti-personality-type,8,11,,,,,,1,,,,,,,,
Fe,Ni,,,58%,Se,83%,,42%,0%,,58%,42%,17%,58%,Ti,,https://api.personality-database.com/profile_images/29784.png,CL,https://www.personality-database.com/profile/29784/cl-musicians-south-korea-kpop-mbti-personality-type,,,,,,,4,1,5,,,,,,1,1
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/37452.png,Crush (Shin Hyo-seob),https://www.personality-database.com/profile/37452/crush-shin-hyoseob-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,2,,,,,,
Te,Si,,,96%,Ne,92%,,0%,20%,,80%,72%,8%,96%,Fi,,https://api.personality-database.com/profile_images/8921.png,D.O.,https://www.personality-database.com/profile/8921/do-musicians-south-korea-kpop-mbti-personality-type,,,,,,1,,,,,5,,,,18,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/21597.png,Daesung,https://www.personality-database.com/profile/21597/daesung-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,3,,,
Si,Ne,100%,62%,,Si,,,10%,38%,57%,52%,43%,10%,,Ne,,https://api.personality-database.com/profile_images/20602.png,Dahyun,https://www.personality-database.com/profile/20602/dahyun-musicians-south-korea-kpop-mbti-personality-type,,2,,8,9,2,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,25%,,75%,75%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31945.png,Dami,https://www.personality-database.com/profile/31945/dami-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,1,,,,3,
Fe,Si,,100%,70%,Ne,60%,,40%,0%,,60%,60%,0%,,Ti,,https://api.personality-database.com/profile_images/29782.png,Dara,https://www.personality-database.com/profile/29782/dara-musicians-south-korea-kpop-mbti-personality-type,,2,,,1,,,,,2,,,5,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Dawon (WJSN),https://www.personality-database.com/profile/44718/dawon-wjsn-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Dayoung (WJSN),https://www.personality-database.com/profile/44723/dayoung-wjsn-musicians-south-korea-kpop-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/37451.png,Dean (Kwon Hyuk),https://www.personality-database.com/profile/37451/dean-kwon-hyuk-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,2,,
Ti,Se,80%,,,Ni,,,0%,0%,80%,100%,20%,80%,80%,Fe,,https://api.personality-database.com/profile_images/24977.png,Dino,https://www.personality-database.com/profile/24977/dino-musicians-south-korea-kpop-mbti-personality-type,,,,,2,,,6,,,,,,,,2
Fi,Se,100%,100%,,Ni,,,40%,0%,100%,60%,0%,60%,,Te,,https://api.personality-database.com/profile_images/24972.png,DK,https://www.personality-database.com/profile/24972/dk-musicians-south-korea-kpop-mbti-personality-type,,4,,,,6,,,,,,,,,,
Fe,Ne,,,,Se,,100%,50%,50%,,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/31909.png,Donghun,https://www.personality-database.com/profile/31909/donghun-musicians-south-korea-kpop-mbti-personality-type,,,,1,,,,,1,,,,,,,
Fi,Fe,100%,100%,,Si,,83%,83%,0%,,,17%,0%,,Te,50%,https://api.personality-database.com/profile_images/21393.png,Donghyuk (iKon),https://www.personality-database.com/profile/21393/donghyuk-ikon-musicians-south-korea-kpop-mbti-personality-type,2,3,,,1,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/31928.png,Dongwon,https://www.personality-database.com/profile/31928/dongwon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,62%,85%,,Si,,54%,46%,8%,54%,,46%,0%,,Te,,https://api.personality-database.com/profile_images/25382.png,Doyoung (NCT),https://www.personality-database.com/profile/25382/doyoung-nct-musicians-south-korea-kpop-mbti-personality-type,,6,,1,,,1,,,,,,5,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/19009.png,E'dawn (Pentagon),https://www.personality-database.com/profile/19009/edawn-pentagon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,,,,8
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34926.png,Elkie (CLC),https://www.personality-database.com/profile/34926/elkie-clc-musicians-south-korea-kpop-mbti-personality-type,,2,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Eric (The Boyz),https://www.personality-database.com/profile/42892/eric-the-boyz-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,3,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,75%,75%,0%,,,25%,0%,,Se,,https://api.personality-database.com/profile_images/26953.png,Eric Nam,https://www.personality-database.com/profile/26953/eric-nam-musicians-south-korea-kpop-mbti-personality-type,3,,,,1,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,EunB,https://www.personality-database.com/profile/51479/eunb-musicians-south-korea-kpop-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Eunbin (CLC),https://www.personality-database.com/profile/34929/eunbin-clc-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,1,,,,,,,
Se,Fi,,100%,100%,Te,,,33%,0%,100%,67%,0%,67%,,Ni,,https://api.personality-database.com/profile_images/26954.png,Eunha,https://www.personality-database.com/profile/26954/eunha-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,2,,,,4,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/24658.png,Eunji,https://www.personality-database.com/profile/24658/eunji-musicians-south-korea-kpop-mbti-personality-type,,4,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Eunseo (WJSN),https://www.personality-database.com/profile/44719/eunseo-wjsn-musicians-south-korea-kpop-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,75%,Fe,,100%,33%,67%,83%,,0%,0%,67%,Si,,/images/profile_transparent.png,EXID Hani,https://www.personality-database.com/profile/27558/exid-hani-musicians-south-korea-kpop-mbti-personality-type,1,2,,,,,,,1,,,8,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,EXY,https://www.personality-database.com/profile/44713/exy-musicians-south-korea-kpop-mbti-personality-type,1,,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Feeldog (Bigstar/ UNB),https://www.personality-database.com/profile/49579/feeldog-bigstar-unb-musicians-south-korea-kpop-mbti-personality-type,,,,,2,,,,,,,,,,,
Te,Ni,,,72%,Se,86%,86%,17%,69%,,,10%,3%,76%,Fi,,https://api.personality-database.com/profile_images/21593.png,G-Dragon,https://www.personality-database.com/profile/21593/gdragon-musicians-south-korea-kpop-mbti-personality-type,,,7,,,1,,,3,2,12,1,1,,2,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/31951.png,Gahyeon,https://www.personality-database.com/profile/31951/gahyeon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,,,,,3,,,
Se,Fi,,100%,100%,Te,,,46%,0%,69%,54%,0%,54%,,Ni,,https://api.personality-database.com/profile_images/20624.png,Gowon,https://www.personality-database.com/profile/20624/gowon-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,4,2,,,,7,,
Si,Fe,76%,65%,,Ti,,,6%,0%,59%,94%,41%,53%,,Ne,,https://api.personality-database.com/profile_images/18595.png,Ha Sungwoon,https://www.personality-database.com/profile/18595/ha-sungwoon-musicians-south-korea-kpop-mbti-personality-type,,,,,7,,,6,,1,,,,3,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/26394.png,Ha Yoonbin,https://www.personality-database.com/profile/26394/ha-yoonbin-musicians-south-korea-kpop-mbti-personality-type,,,,,,,,,2,,,,,,,
Fi,Se,100%,88%,,Ni,,,0%,13%,100%,88%,0%,88%,,Te,,https://api.personality-database.com/profile_images/24931.png,Haechan (NCT),https://www.personality-database.com/profile/24931/haechan-nct-musicians-south-korea-kpop-mbti-personality-type,,,,1,,7,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Haknyeon (The Boyz),https://www.personality-database.com/profile/39978/haknyeon-the-boyz-musicians-south-korea-kpop-mbti-personality-type,,1,,,,,,,,,,,,,,
