Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/50486.png,Isabelle Drummond,https://www.personality-database.com/profile/50486/isabelle-drummond-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Se,,,,Ne,,,0%,0%,,100%,50%,50%,,Fi,50%,https://api.personality-database.com/profile_images/47809.png,Ísis Valverde,https://www.personality-database.com/profile/47809/sis-valverde-actors-actresses-latin-america-mbti-personality-type,,,,,,1,,,,,,,,,1,
Fi,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,,Fe,50%,/images/profile_transparent.png,José de Abreu,https://www.personality-database.com/profile/48057/jos-de-abreu-actors-actresses-latin-america-mbti-personality-type,,,,,,1,,1,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/49764.png,José Wilker,https://www.personality-database.com/profile/49764/jos-wilker-actors-actresses-latin-america-mbti-personality-type,,,,,1,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/46689.png,Juliana Paes,https://www.personality-database.com/profile/46689/juliana-paes-actors-actresses-latin-america-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/43537.png,Larissa Manoela,https://www.personality-database.com/profile/43537/larissa-manoela-actors-actresses-latin-america-mbti-personality-type,,,,,3,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/50325.png,Letícia Colin,https://www.personality-database.com/profile/50325/letcia-colin-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Ni,,100%,100%,Se,100%,75%,75%,0%,,,25%,0%,,Ti,,/images/profile_transparent.png,Letícia Sabatella,https://www.personality-database.com/profile/45108/letcia-sabatella-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,3,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/50336.png,Lília Cabral,https://www.personality-database.com/profile/50336/llia-cabral-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,1,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Lima Duarte,https://www.personality-database.com/profile/50329/lima-duarte-actors-actresses-latin-america-mbti-personality-type,,,1,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Luana Piovani,https://www.personality-database.com/profile/48466/luana-piovani-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,,,2
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/50487.png,Maitê Proença,https://www.personality-database.com/profile/50487/mait-proena-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/50315.png,Marcello Novaes,https://www.personality-database.com/profile/50315/marcello-novaes-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,https://api.personality-database.com/profile_images/50317.png,Marcos Caruso,https://www.personality-database.com/profile/50317/marcos-caruso-actors-actresses-latin-america-mbti-personality-type,,1,,,,1,,,,,,,,,,
Fe,Fi,,100%,100%,Ne,,,0%,0%,,100%,50%,50%,,Ni,50%,https://api.personality-database.com/profile_images/43548.png,Marina Ruy Barbosa,https://www.personality-database.com/profile/43548/marina-ruy-barbosa-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,2,2,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/49622.png,Mateus Solano,https://www.personality-database.com/profile/49622/mateus-solano-actors-actresses-latin-america-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,100%,,,Fi,,100%,50%,50%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/48654.png,Matheus Nachtergaele,https://www.personality-database.com/profile/48654/matheus-nachtergaele-actors-actresses-latin-america-mbti-personality-type,,1,1,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48166.png,Miguel Falabella,https://www.personality-database.com/profile/48166/miguel-falabella-actors-actresses-latin-america-mbti-personality-type,,,3,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/50624.png,Morena Baccarin,https://www.personality-database.com/profile/50624/morena-baccarin-actors-actresses-latin-america-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Murilo Benício,https://www.personality-database.com/profile/50313/murilo-bencio-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,2,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/50519.png,Nair Bello,https://www.personality-database.com/profile/50519/nair-bello-actors-actresses-latin-america-mbti-personality-type,1,,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/50316.png,Nathalia Dill,https://www.personality-database.com/profile/50316/nathalia-dill-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/48644.png,Ney Latorraca,https://www.personality-database.com/profile/48644/ney-latorraca-actors-actresses-latin-america-mbti-personality-type,,,,,,,,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/49621.png,Paola Oliveira,https://www.personality-database.com/profile/49621/paola-oliveira-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Paolla Oliveira,https://www.personality-database.com/profile/47458/paolla-oliveira-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,1,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48647.png,Paulo César Pereio,https://www.personality-database.com/profile/48647/paulo-csar-pereio-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,1,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48157.png,Pedro Cardoso,https://www.personality-database.com/profile/48157/pedro-cardoso-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,2,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/12096.png,Pedro Pascal,https://www.personality-database.com/profile/12096/pedro-pascal-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,2,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/50523.png,Raul Julia,https://www.personality-database.com/profile/50523/raul-julia-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,1,,,,,,,
Ti,Ne,100%,,,Si,,94%,0%,94%,88%,,6%,0%,100%,Fe,,https://api.personality-database.com/profile_images/3097.png,Salma Hayek,https://www.personality-database.com/profile/3097/salma-hayek-actors-actresses-latin-america-mbti-personality-type,,,1,14,,,1,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,33%,67%,67%,,0%,0%,67%,Si,,https://api.personality-database.com/profile_images/48653.png,Selton Mello,https://www.personality-database.com/profile/48653/selton-mello-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,1,,,2,,,,
Si,Fe,100%,90%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/23551.png,Sofía Vergara,https://www.personality-database.com/profile/23551/sofa-vergara-actors-actresses-latin-america-mbti-personality-type,,,,,9,,1,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/50318.png,Thiago Fragoso,https://www.personality-database.com/profile/50318/thiago-fragoso-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,1,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/49848.png,Thiago Lacerda,https://www.personality-database.com/profile/49848/thiago-lacerda-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,,,2
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/49859.png,Tony Ramos,https://www.personality-database.com/profile/49859/tony-ramos-actors-actresses-latin-america-mbti-personality-type,3,,,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/50322.png,Vladimir Brichta,https://www.personality-database.com/profile/50322/vladimir-brichta-actors-actresses-latin-america-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Ne,100%,67%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/12097.png,Wagner Moura,https://www.personality-database.com/profile/12097/wagner-moura-actors-actresses-latin-america-mbti-personality-type,,2,,,,,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/48651.png,Zé Celso Martinez Corrêa,https://www.personality-database.com/profile/48651/z-celso-martinez-corra-actors-actresses-latin-america-mbti-personality-type,,,,1,,,,,,,,,,,,
Ni,Fe,85%,85%,,Ti,85%,52%,52%,0%,,,33%,15%,,Se,,https://api.personality-database.com/profile_images/3400.png,Gal Gadot,https://www.personality-database.com/profile/3400/gal-gadot-actors-actresses-world-mbti-personality-type,24,,,,15,,,,,,,,,,,7
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/19311.png,Lupita Nyong'o,https://www.personality-database.com/profile/19311/lupita-nyongo-actors-actresses-world-mbti-personality-type,6,,,,,,,,,,,,,,,
Te,Si,,,92%,Ne,92%,,27%,0%,,73%,73%,0%,70%,Fi,,https://api.personality-database.com/profile_images/135.png,Natalie Portman,https://www.personality-database.com/profile/135/natalie-portman-actresses-usa-mbti-personality-type,1,3,,,,,1,,11,2,,,2,,44,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Tony Plana,https://www.personality-database.com/profile/22585/tony-plana-actors-actresses-world-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/39459.png,Adam Berg,https://www.personality-database.com/profile/39459/adam-berg-comedians-mbti-personality-type,,,,,,,,,2,,,,,,,
Ti,Se,100%,,,Ni,,,0%,17%,100%,83%,0%,83%,100%,Fe,,https://api.personality-database.com/profile_images/16195.png,Adam Carolla,https://www.personality-database.com/profile/16195/adam-carolla-comedians-mbti-personality-type,,,,1,,,,5,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,22%,100%,78%,0%,78%,100%,Fe,,https://api.personality-database.com/profile_images/14709.png,Ali Wong,https://www.personality-database.com/profile/14709/ali-wong-comedians-mbti-personality-type,,,,2,,,,7,,,,,,,,
Fi,Se,96%,90%,,Ni,,,28%,6%,96%,67%,4%,62%,,Te,,https://api.personality-database.com/profile_images/3128.png,Amy Schumer,https://www.personality-database.com/profile/3128/amy-schumer-comedians-mbti-personality-type,,19,,4,1,41,,1,,,,,,1,2,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Andrew Schulz,https://www.personality-database.com/profile/40823/andrew-schulz-comedians-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Andy Dick,https://www.personality-database.com/profile/43600/andy-dick-comedians-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Ne,100%,82%,,Si,,100%,82%,18%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/36771.png,Andy Kaufman,https://www.personality-database.com/profile/36771/andy-kaufman-comedians-mbti-personality-type,,9,,2,,,,,,,,,,,,
Fi,Ne,100%,90%,,Si,,100%,90%,10%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20591.png,Andy Milonakis,https://www.personality-database.com/profile/20591/andy-milonakis-comedians-mbti-personality-type,,18,,2,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Andy Richter,https://www.personality-database.com/profile/46253/andy-richter-comedians-mbti-personality-type,,,,3,,,,,,,,,,,,
Se,Ti,,,83%,Fe,,,0%,17%,100%,83%,0%,83%,100%,Ni,,https://api.personality-database.com/profile_images/20078.png,Anthony Cumia,https://www.personality-database.com/profile/20078/anthony-cumia-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,5
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/21086.png,Awkwafina,https://www.personality-database.com/profile/21086/awkwafina-comedians-mbti-personality-type,,,,,,5,,,,,,,,,,
Fi,Ne,100%,72%,,Si,,94%,67%,28%,100%,,0%,6%,,Te,,https://api.personality-database.com/profile_images/1081.png,Aziz Ansari,https://www.personality-database.com/profile/1081/aziz-ansari-comedians-mbti-personality-type,,12,,5,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,67%,0%,67%,100%,,0%,33%,67%,Fe,,https://api.personality-database.com/profile_images/11649.png,Bassem Youssef,https://www.personality-database.com/profile/11649/bassem-youssef-comedians-mbti-personality-type,,,,2,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Bill Bailey,https://www.personality-database.com/profile/46552/bill-bailey-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Se,94%,,,Ni,,,3%,15%,97%,82%,0%,82%,97%,Fe,,https://api.personality-database.com/profile_images/11128.png,Bill Burr,https://www.personality-database.com/profile/11128/bill-burr-comedians-mbti-personality-type,,1,1,4,,,,26,,,,,,,,2
Ti,Ne,96%,,,Si,,100%,44%,56%,100%,,0%,0%,56%,Fe,,https://api.personality-database.com/profile_images/2706.png,Bill Hicks,https://www.personality-database.com/profile/2706/bill-hicks-comedians-mbti-personality-type,,11,,13,,,,,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/11728.png,Billy Connolly,https://www.personality-database.com/profile/11728/billy-connolly-comedians-mbti-personality-type,,,,4,,,,,,,,,,,,
Ne,Ti,,,75%,Fe,,100%,23%,78%,95%,,0%,0%,78%,Si,,https://api.personality-database.com/profile_images/8831.png,Bo Burnham,https://www.personality-database.com/profile/8831/bo-burnham-comedians-mbti-personality-type,1,4,,5,,,,,,4,1,25,,,,
Ti,Ne,100%,,,Si,,100%,33%,67%,100%,,0%,0%,67%,Fe,,https://api.personality-database.com/profile_images/16802.png,Bob Mortimer,https://www.personality-database.com/profile/16802/bob-mortimer-comedians-mbti-personality-type,,1,,2,,,,,,,,,,,,
Ti,Se,86%,,,Ni,,,7%,0%,71%,93%,21%,71%,86%,Fe,,https://api.personality-database.com/profile_images/2789.png,Bob Saget,https://www.personality-database.com/profile/2789/bob-saget-comedians-mbti-personality-type,1,,,,,,1,10,,,,,1,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Bobby Lee,https://www.personality-database.com/profile/45154/bobby-lee-comedians-mbti-personality-type,,,,,,4,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,75%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/1078.png,Brian Regan,https://www.personality-database.com/profile/1078/brian-regan-comedians-mbti-personality-type,1,3,,,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Carlos Mencia,https://www.personality-database.com/profile/40527/carlos-mencia-comedians-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Cem Yılmaz,https://www.personality-database.com/profile/41461/cem-ylmaz-comedians-mbti-personality-type,,,,5,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/50231.png,Chip Chipperson,https://www.personality-database.com/profile/50231/chip-chipperson-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,17%,83%,83%,,0%,0%,83%,Fe,,/images/profile_transparent.png,Chris D'Elia,https://www.personality-database.com/profile/35364/chris-delia-comedians-mbti-personality-type,1,,,5,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33730.png,Colin Jost,https://www.personality-database.com/profile/33730/colin-jost-comedians-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,100%,69%,,Si,,56%,50%,6%,88%,,6%,38%,,Te,,https://api.personality-database.com/profile_images/2713.png,Dane Cook,https://www.personality-database.com/profile/2713/dane-cook-comedians-mbti-personality-type,,8,1,,,3,1,3,,,,,,,,
Fi,Ne,96%,88%,,Si,,88%,75%,13%,100%,,0%,13%,,Te,,https://api.personality-database.com/profile_images/17651.png,Dave Chappelle,https://www.personality-database.com/profile/17651/dave-chappelle-comedians-mbti-personality-type,,18,,2,,3,,,,,,1,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/29186.png,Demetri Martin,https://www.personality-database.com/profile/29186/demetri-martin-comedians-mbti-personality-type,,,,,,,,,,,,4,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/26663.png,Denis Leary,https://www.personality-database.com/profile/26663/denis-leary-comedians-mbti-personality-type,,,,,,,,,,,,,,,,3
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/34679.png,Dennis Miller,https://www.personality-database.com/profile/34679/dennis-miller-comedians-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34807.png,Diego Capusotto,https://www.personality-database.com/profile/34807/diego-capusotto-comedians-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,83%,83%,0%,83%,,,17%,0%,100%,Se,,https://api.personality-database.com/profile_images/5966.png,Doug Stanhope,https://www.personality-database.com/profile/5966/doug-stanhope-comedians-mbti-personality-type,,,4,1,,,1,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16806.png,Drew Carey,https://www.personality-database.com/profile/16806/drew-carey-comedians-mbti-personality-type,,4,,,,,,,,,,,,,,
Fi,Ne,80%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/3261.png,Duncan Trussell,https://www.personality-database.com/profile/3261/duncan-trussell-comedians-mbti-personality-type,,4,,,,,,,,1,,,,,,
Ti,Ne,75%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Eric Wareheim,https://www.personality-database.com/profile/32804/eric-wareheim-comedians-mbti-personality-type,,,,3,,,,,,,,1,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Frankie Boyle,https://www.personality-database.com/profile/43969/frankie-boyle-comedians-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/37913.png,"Gabriel ""Fluffy"" Iglesias",https://www.personality-database.com/profile/37913/gabriel-fluffy-iglesias-comedians-mbti-personality-type,,,,,,3,,,,,,,,,,
Ne,Ti,,,92%,Fe,,92%,0%,92%,92%,,8%,0%,92%,Si,,https://api.personality-database.com/profile_images/2788.png,Garry Shandling,https://www.personality-database.com/profile/2788/garry-shandling-comedians-mbti-personality-type,,,,,1,,,,,,,11,,,,
Ti,Ne,98%,,,Si,,98%,28%,70%,97%,,0%,2%,70%,Fe,,https://api.personality-database.com/profile_images/1304.png,George Carlin,https://www.personality-database.com/profile/1304/george-carlin-comedians-mbti-personality-type,1,16,1,42,,,,,,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Gilbert Gottfried,https://www.personality-database.com/profile/41488/gilbert-gottfried-comedians-mbti-personality-type,,,,3,,,,,,,,,,,,
Si,Ne,80%,,,Fi,60%,,0%,40%,,60%,60%,0%,100%,Fe,,/images/profile_transparent.png,"Gregg ""Opie"" Hughes",https://www.personality-database.com/profile/20077/gregg-opie-hughes-comedians-mbti-personality-type,,,,2,,,2,,,,,,,,1,
Fe,Fi,,100%,67%,Se,,67%,67%,0%,67%,,0%,33%,,Ni,,/images/profile_transparent.png,Hannah Gadsby,https://www.personality-database.com/profile/28472/hannah-gadsby-comedians-mbti-personality-type,,1,,,,,,,1,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Harry Enfield,https://www.personality-database.com/profile/48492/harry-enfield-comedians-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Hitoshi Matsumoto,https://www.personality-database.com/profile/45644/hitoshi-matsumoto-comedians-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Howard Kremer,https://www.personality-database.com/profile/47004/howard-kremer-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Igor Guimarães,https://www.personality-database.com/profile/44234/igor-guimares-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/37607.png,Ismo Leikola,https://www.personality-database.com/profile/37607/ismo-leikola-comedians-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Fi,,100%,100%,Ne,,,0%,0%,,100%,50%,50%,,Ni,50%,/images/profile_transparent.png,Jack Whitehall,https://www.personality-database.com/profile/14710/jack-whitehall-comedians-mbti-personality-type,,,,,,,,,,,,,2,2,,
Ti,Ne,75%,,,Si,,100%,25%,75%,100%,,0%,0%,75%,Fe,,https://api.personality-database.com/profile_images/33105.png,James Acaster,https://www.personality-database.com/profile/33105/james-acaster-comedians-mbti-personality-type,,1,,2,,,,,,,,1,,,,
Ne,Si,,64%,100%,Ne,,55%,18%,36%,55%,,45%,0%,,Si,,https://api.personality-database.com/profile_images/5464.png,James Duncan Rolfe,https://www.personality-database.com/profile/5464/james-duncan-rolfe-comedians-mbti-personality-type,,,,,,,,,,2,,4,5,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/39453.png,James Perry,https://www.personality-database.com/profile/39453/james-perry-comedians-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/39451.png,Jason Gray,https://www.personality-database.com/profile/39451/jason-gray-comedians-mbti-personality-type,,,,,,2,,,,,,,,,,
Fi,Ne,100%,,,Fi,,100%,50%,50%,,,0%,0%,,Se,50%,/images/profile_transparent.png,Jason Mantzoukas,https://www.personality-database.com/profile/46023/jason-mantzoukas-comedians-mbti-personality-type,,1,1,,,,,,,,,,,,,
Si,Fe,100%,78%,,Ti,78%,,0%,0%,,100%,78%,22%,,Ne,,https://api.personality-database.com/profile_images/2794.png,Jeff Foxworthy,https://www.personality-database.com/profile/2794/jeff-foxworthy-comedians-mbti-personality-type,,,,,7,,,2,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/25478.png,Jeffrey Ross,https://www.personality-database.com/profile/25478/jeffrey-ross-comedians-mbti-personality-type,,,,3,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/1082.png,Jemaine Clement,https://www.personality-database.com/profile/1082/jemaine-clement-comedians-mbti-personality-type,,,,,,,,,,,,6,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/39452.png,Jeremy Warner,https://www.personality-database.com/profile/39452/jeremy-warner-comedians-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Ni,,,74%,Se,87%,70%,7%,63%,,,30%,0%,91%,Fi,,https://api.personality-database.com/profile_images/3507.png,Jerry Seinfeld,https://www.personality-database.com/profile/3507/jerry-seinfeld-comedians-mbti-personality-type,,2,7,3,,,,,1,,18,1,1,,13,
Ni,Te,100%,,,Fi,67%,87%,0%,87%,,,13%,0%,100%,Se,,https://api.personality-database.com/profile_images/1079.png,Jim Gaffigan,https://www.personality-database.com/profile/1079/jim-gaffigan-comedians-mbti-personality-type,,,8,5,,,2,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,17%,100%,83%,0%,83%,100%,Fe,,/images/profile_transparent.png,Jim Jefferies,https://www.personality-database.com/profile/30008/jim-jefferies-comedians-mbti-personality-type,,,,1,,,,5,,,,,,,,
Ne,Ti,,,75%,Fe,,100%,50%,50%,75%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/23635.png,Jim Norton,https://www.personality-database.com/profile/23635/jim-norton-comedians-mbti-personality-type,,1,,,,,,,1,,,2,,,,
Ni,Te,100%,,,Fi,85%,92%,0%,92%,,,0%,8%,100%,Se,,https://api.personality-database.com/profile_images/16799.png,Jimmy Carr,https://www.personality-database.com/profile/16799/jimmy-carr-comedians-mbti-personality-type,,,11,1,,,,1,,,,,,,,
