Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fi,Ne,57%,57%,,Si,,97%,57%,41%,95%,,0%,3%,,Te,,https://api.personality-database.com/profile_images/14463.png,https://www.personality-database.com/profile/14463/arin-hanson-egoraptor-online-artists-animators-mbti-personality-type,,19,1,1,,,,,,2,1,12,,,,1
Ne,Ti,,,100%,Fe,,60%,0%,60%,100%,,0%,40%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/37395/benjamin-steele-rusty-cage-online-artists-animators-mbti-personality-type,,,,,,,,,,,,3,,,,2
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/19063.png,https://www.personality-database.com/profile/19063/chella-man-online-artists-animators-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,25%,75%,100%,,0%,0%,75%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/36727/david-firth-online-artists-animators-mbti-personality-type,,,,,,,,,,1,,3,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/42221/devon-arnaud-gingerpale-online-artists-animators-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Ni,,100%,100%,Se,85%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/26314.png,https://www.personality-database.com/profile/26314/dominic-panganiban-domics-online-artists-animators-mbti-personality-type,,,,,,,,,11,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/42218/emily-sim-emirichu-online-artists-animators-mbti-personality-type,2,,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/43383/eroldstory-online-artists-animators-mbti-personality-type,,1,,,,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,75%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/17966.png,https://www.personality-database.com/profile/17966/ilyssa-levy-illymation-online-artists-animators-mbti-personality-type,,,,,,,,,1,3,,,,,,
Ne,Fi,,98%,98%,Te,,84%,84%,0%,84%,,14%,2%,,Si,,https://api.personality-database.com/profile_images/14042.png,https://www.personality-database.com/profile/14042/jaiden-animations-online-artists-animators-mbti-personality-type,,,,,,,,1,1,40,,,7,,,
Ne,Ti,,,95%,Fe,,97%,21%,77%,97%,,0%,3%,77%,Si,,https://api.personality-database.com/profile_images/9362.png,https://www.personality-database.com/profile/9362/james-rallison-theodd1sout-online-artists-animators-mbti-personality-type,,1,,,,1,,,,7,1,29,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/33956.png,https://www.personality-database.com/profile/33956/joe-gran-ukinojoe-online-artists-animators-mbti-personality-type,,,,,,,,,,2,,,,,,
Te,Ni,,,100%,Se,100%,100%,25%,75%,,,0%,0%,75%,Fi,,https://api.personality-database.com/profile_images/27171.png,https://www.personality-database.com/profile/27171/jon-matter-darkmatter2525-online-artists-animators-mbti-personality-type,,,,,,,,,1,,3,,,,,
Fi,Ne,88%,88%,,Si,,100%,88%,13%,88%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/23930.png,https://www.personality-database.com/profile/23930/josiah-brooks-draw-with-jazza-online-artists-animators-mbti-personality-type,,6,1,,,,,,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/35510.png,https://www.personality-database.com/profile/35510/kasey-golden-online-artists-animators-mbti-personality-type,2,,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16932.png,https://www.personality-database.com/profile/16932/kristian-nygrd-online-artists-animators-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/35184.png,https://www.personality-database.com/profile/35184/lily-ki-lilypichu-online-artists-animators-mbti-personality-type,,,,,,,,,,6,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/19062.png,https://www.personality-database.com/profile/19062/maryv-benoit-online-artists-animators-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/45524/maurcio-ricardo-chargescombr-online-artists-animators-mbti-personality-type,2,,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,33%,67%,100%,,0%,0%,67%,Si,,https://api.personality-database.com/profile_images/10060.png,https://www.personality-database.com/profile/10060/max-gilardi-hotdiggedydemon-online-artists-animators-mbti-personality-type,,,,,,,,,,2,,4,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/40514/monty-oum-online-artists-animators-mbti-personality-type,,,,,,,,,,1,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46904/msgraziosa-online-artists-animators-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/40060/paul-robertson-online-artists-animators-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,67%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46852/photoshopsurgeon-online-artists-animators-mbti-personality-type,,,,,,,,,,,1,2,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/43796/randall-munroe-online-artists-animators-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16942.png,https://www.personality-database.com/profile/16942/rebecca-rebakachan-online-artists-animators-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,71%,,Ti,71%,86%,57%,29%,,,14%,0%,,Se,,https://api.personality-database.com/profile_images/16923.png,https://www.personality-database.com/profile/16923/rebecca-parham-let-me-explain-studios-online-artists-animators-mbti-personality-type,2,2,2,,1,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/42220/shannon-gurr-shgurr-online-artists-animators-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/15992.png,https://www.personality-database.com/profile/15992/simone-sio-albrigi-online-artists-animators-mbti-personality-type,,1,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/45090/slamacow-online-artists-animators-mbti-personality-type,,,,,,,,,,,,,,1,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/35501.png,https://www.personality-database.com/profile/35501/solar-sands-online-artists-animators-mbti-personality-type,,,,,,,,,,,5,,,,,
Ne,Fi,,,75%,Te,,75%,50%,25%,75%,,25%,0%,,Si,50%,https://api.personality-database.com/profile_images/39819.png,https://www.personality-database.com/profile/39819/spechie-online-artists-animators-mbti-personality-type,,,,1,,,,,,2,,,,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,88%,Ni,,https://api.personality-database.com/profile_images/31066.png,https://www.personality-database.com/profile/31066/tabbes-online-artists-animators-mbti-personality-type,,,,,,,,,,,,,,1,,7
Ne,Fi,,86%,86%,Te,,71%,71%,0%,86%,,14%,14%,,Si,,https://api.personality-database.com/profile_images/29817.png,https://www.personality-database.com/profile/29817/temmie-chang-online-artists-animators-mbti-personality-type,,,,,,,1,,,5,,,,1,,
Fe,Fi,,100%,100%,Se,,100%,100%,0%,,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/24047.png,https://www.personality-database.com/profile/24047/terry-song-terrytv-online-artists-animators-mbti-personality-type,,,,,,,,,1,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/34042.png,https://www.personality-database.com/profile/34042/the-kao-online-artists-animators-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/23352.png,https://www.personality-database.com/profile/23352/timothy-thomas-timtom-online-artists-animators-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Ti,,,67%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41973/zach-hadel-psychicpebbles-online-artists-animators-mbti-personality-type,,,,1,,,,,,,,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/43407/zach-weinersmith-online-artists-animators-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,60%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/29205.png,https://www.personality-database.com/profile/29205/angelica-online-asmr-artists-mbti-personality-type,,,,4,,,,,,,,6,,,,
Se,Fi,,100%,83%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/39210.png,https://www.personality-database.com/profile/39210/catplant-asmr-online-asmr-artists-mbti-personality-type,,,,,,1,,,,,,,,5,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/42721/dimitri-massageasmr-online-asmr-artists-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,75%,100%,,Ti,75%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/29225.png,https://www.personality-database.com/profile/29225/emma-smith-whispersred-asmr-online-asmr-artists-mbti-personality-type,3,,,,,,,,,1,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/44564/fredsvoice-asmr-online-asmr-artists-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/39964.png,https://www.personality-database.com/profile/39964/gina-carla-online-asmr-artists-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Ni,,100%,100%,Se,75%,75%,75%,0%,,,0%,25%,,Ti,,https://api.personality-database.com/profile_images/33317.png,https://www.personality-database.com/profile/33317/heather-feather-asmr-online-asmr-artists-mbti-personality-type,,,,,,,,,3,,,,,1,,
Fe,Si,,100%,100%,Ne,60%,,40%,0%,,60%,60%,0%,,Ti,,https://api.personality-database.com/profile_images/29208.png,https://www.personality-database.com/profile/29208/lauren-frivolousfox-asmr-online-asmr-artists-mbti-personality-type,,,,,,,,,,4,,,6,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/37979.png,https://www.personality-database.com/profile/37979/lucy-creative-calm-asmr-online-asmr-artists-mbti-personality-type,,,,,3,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/36050.png,https://www.personality-database.com/profile/36050/luuk-obviouslyasmr-online-asmr-artists-mbti-personality-type,,,,,,,,,2,,,,,,,
Si,Fe,100%,100%,,Ti,80%,,27%,0%,,73%,73%,0%,,Ne,,https://api.personality-database.com/profile_images/23388.png,https://www.personality-database.com/profile/23388/maria-viktorovna-gentle-whispering-asmr-online-asmr-artists-mbti-personality-type,1,3,,,11,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/41793/matilda-whitewinterwhispers-online-asmr-artists-mbti-personality-type,,,,,,,,,1,,,,,,,
Ti,Ne,67%,,,Si,,100%,33%,67%,67%,,0%,0%,67%,Fe,,https://api.personality-database.com/profile_images/33991.png,https://www.personality-database.com/profile/33991/miss-synchronicity-online-asmr-artists-mbti-personality-type,,,,2,,,,,1,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/34372.png,https://www.personality-database.com/profile/34372/nick-theasmrnerd-online-asmr-artists-mbti-personality-type,,,,,,,,,,,,2,,,,
Se,Fi,,100%,100%,Te,,,33%,0%,100%,67%,0%,67%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/40903/pelagea-asmr-online-asmr-artists-mbti-personality-type,,,,,,,,,,1,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/40901/pierreg-asmr-online-asmr-artists-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,86%,86%,0%,100%,,0%,14%,,Si,,https://api.personality-database.com/profile_images/29206.png,https://www.personality-database.com/profile/29206/sharon-dubois-asmr-glow-online-asmr-artists-mbti-personality-type,,,,,,,,,,6,,,,1,,
Ne,Fe,60%,100%,,Te,,60%,60%,0%,60%,,40%,0%,,Ne,,https://api.personality-database.com/profile_images/29221.png,https://www.personality-database.com/profile/29221/shushanna-missasmr-online-asmr-artists-mbti-personality-type,,1,,,2,,,,,2,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/39965.png,https://www.personality-database.com/profile/39965/sophie-michelle-online-asmr-artists-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Fe,100%,67%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/40933/taylor-darling-asmr-darling-online-asmr-artists-mbti-personality-type,,,,,2,,1,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,57%,Fe,,https://api.personality-database.com/profile_images/13399.png,https://www.personality-database.com/profile/13399/amanda-cerny-online-comedians-mbti-personality-type,,,,,,3,,4,,,,,,,,
Ni,Te,93%,,,Fi,93%,80%,7%,73%,,,20%,0%,73%,Se,,https://api.personality-database.com/profile_images/21911.png,https://www.personality-database.com/profile/21911/anna-akana-online-filmmakers-mbti-personality-type,,,11,,3,,,,,1,,,,,,
Fi,Ne,80%,80%,,Si,,100%,80%,20%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/37398.png,https://www.personality-database.com/profile/37398/anthony-griffin-longbeachgriffy-online-comedians-mbti-personality-type,,3,,1,,,,,,1,,,,,,
Se,Fi,,95%,82%,Te,,,9%,0%,95%,91%,0%,91%,,Ni,,https://api.personality-database.com/profile_images/6126.png,https://www.personality-database.com/profile/6126/anthony-padilla-smosh-online-comedians-mbti-personality-type,,,,,,4,,,1,1,,,,15,,1
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34055.png,https://www.personality-database.com/profile/34055/bart-baker-online-comedians-mbti-personality-type,,,,6,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/39962.png,https://www.personality-database.com/profile/39962/bartek-sitek-generator-frajdy-online-comedians-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/20403.png,https://www.personality-database.com/profile/20403/becca-scott-online-comedians-mbti-personality-type,,,,,,,,,1,,,,,,,
Fi,Ne,100%,100%,,Si,,86%,86%,0%,100%,,0%,14%,,Te,,https://api.personality-database.com/profile_images/29637.png,https://www.personality-database.com/profile/29637/berkcan-gven-online-comedians-mbti-personality-type,,6,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,75%,Fe,50%,https://api.personality-database.com/profile_images/34267.png,https://www.personality-database.com/profile/34267/berlin-edmond-berleezy-online-comedians-mbti-personality-type,,,,2,,1,,1,,,,,,,,
Ne,Ti,,,98%,Fe,,100%,23%,77%,98%,,0%,0%,77%,Si,,https://api.personality-database.com/profile_images/30615.png,https://www.personality-database.com/profile/30615/bogdan-yakubets-online-psychology-personal-development-mbti-personality-type,,,,1,,,,,1,9,,32,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/30444.png,https://www.personality-database.com/profile/30444/brittani-louise-taylor-online-comedians-mbti-personality-type,,,,,3,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/29970.png,https://www.personality-database.com/profile/29970/calebcity-online-comedians-mbti-personality-type,,5,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,13%,88%,100%,,0%,0%,88%,Fe,,https://api.personality-database.com/profile_images/36362.png,https://www.personality-database.com/profile/36362/caroline-konstnar-online-comedians-mbti-personality-type,,1,,7,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/49212/charles-carroll-online-comedians-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/42888.png,https://www.personality-database.com/profile/42888/chris-fleming-online-comedians-mbti-personality-type,,2,,2,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/29568.png,https://www.personality-database.com/profile/29568/chris-kendall-crabstickz-online-comedians-mbti-personality-type,,,,,,,,,,4,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/45131.png,https://www.personality-database.com/profile/45131/cid-no-salvo-online-comedians-mbti-personality-type,,,,4,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/33012.png,https://www.personality-database.com/profile/33012/clifford-owusu-online-comedians-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,100%,,,Si,,93%,0%,93%,100%,,0%,7%,100%,Fe,,https://api.personality-database.com/profile_images/20467.png,https://www.personality-database.com/profile/20467/cody-ko-online-comedians-mbti-personality-type,,,,28,,,,2,,,,,,,,
Ni,Fe,77%,100%,,Ti,100%,85%,85%,0%,,,15%,0%,,Se,,https://api.personality-database.com/profile_images/11777.png,https://www.personality-database.com/profile/11777/colleen-ballinger-online-comedians-mbti-personality-type,10,,,,,,,,1,,,,2,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/48234/colossal-is-crazy-online-comedians-mbti-personality-type,,,,,,,,,,,,,,,,1
Fe,Ni,,90%,93%,Se,81%,98%,88%,10%,,,2%,0%,,Ti,,https://api.personality-database.com/profile_images/5790.png,https://www.personality-database.com/profile/5790/dan-howell-online-comedians-mbti-personality-type,,1,,3,,,,,44,6,2,1,1,,,
Ni,Fe,100%,,,Si,,100%,50%,50%,,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/13579.png,https://www.personality-database.com/profile/13579/david-so-online-comedians-mbti-personality-type,1,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/14314.png,https://www.personality-database.com/profile/14314/drew-monson-mytoecold-online-vloggers-mbti-personality-type,,,,,,,,,,15,,,,,,
Se,Fi,,,100%,Te,,,0%,25%,75%,75%,0%,75%,,Ni,50%,https://api.personality-database.com/profile_images/38384.png,https://www.personality-database.com/profile/38384/ethan-dolan-online-comedians-mbti-personality-type,,,,,,,,,,,1,,,2,,1
Fi,Ne,96%,91%,,Si,,100%,91%,9%,91%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/12282.png,https://www.personality-database.com/profile/12282/garrett-watts-online-vloggers-mbti-personality-type,2,18,,2,,,,,,1,,,,,,
Fi,Fi,67%,100%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/40426/germn-garmendia-online-comedians-mbti-personality-type,,1,,,,1,,,,,,,,1,,
Si,Fe,67%,100%,,Ti,67%,,0%,0%,,100%,67%,33%,,Ne,,https://api.personality-database.com/profile_images/38383.png,https://www.personality-database.com/profile/38383/grayson-dolan-online-comedians-mbti-personality-type,,,,,2,,,,,,,,,1,,
Fe,Si,,100%,100%,Ne,71%,,29%,0%,,71%,71%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/36167/hushua-danplan-online-comedians-mbti-personality-type,,,,,,,,,,2,,,5,,,
Fi,Se,81%,94%,,Ni,,,50%,0%,94%,,6%,44%,,Te,50%,https://api.personality-database.com/profile_images/6125.png,https://www.personality-database.com/profile/6125/ian-hecox-smosh-online-comedians-mbti-personality-type,,6,,,,7,,,,2,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/21633.png,https://www.personality-database.com/profile/21633/jack-dean-jaackmaate-online-social-cultural-political-commentators-mbti-personality-type,,,,5,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/23350.png,https://www.personality-database.com/profile/23350/jack-douglass-jacksfilms-online-social-cultural-political-commentators-mbti-personality-type,,,,20,,,,,,,,,,,,
Fi,Ne,67%,100%,,Si,,58%,58%,0%,100%,,0%,42%,,Te,,https://api.personality-database.com/profile_images/30073.png,https://www.personality-database.com/profile/30073/jared-dines-online-musicians-music-critics-mbti-personality-type,,7,,,,1,,,,,,,,4,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/30198.png,https://www.personality-database.com/profile/30198/jarrod-alonge-online-musicians-music-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/38487/jason-steele-filmcow-online-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,92%,80%,,Si,,55%,55%,0%,100%,,0%,45%,,Te,,https://api.personality-database.com/profile_images/7104.png,https://www.personality-database.com/profile/7104/jenna-marbles-online-vloggers-mbti-personality-type,,23,,,,12,,10,,4,,,,,,
Ne,Fi,,100%,67%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/18903.png,https://www.personality-database.com/profile/18903/julien-bam-online-comedians-mbti-personality-type,,1,,,,,,,,2,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43379/jlio-cocielo-online-comedians-mbti-personality-type,,,,,,,,2,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/39961.png,https://www.personality-database.com/profile/39961/kacper-kityski-ahus-online-comedians-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41595.png,https://www.personality-database.com/profile/41595/karim-musa-yotobi-online-comedians-mbti-personality-type,,,,2,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,86%,0%,86%,86%,,14%,0%,86%,Si,,https://api.personality-database.com/profile_images/12699.png,https://www.personality-database.com/profile/12699/kathrin-fricke-coldmirror-online-comedians-mbti-personality-type,,,,,,,,,,,,6,1,,,
Ne,Fi,,60%,75%,Te,,80%,55%,25%,100%,,0%,20%,,Si,,https://api.personality-database.com/profile_images/22758.png,https://www.personality-database.com/profile/22758/kurtis-conner-online-comedians-mbti-personality-type,,1,,4,,,,,,10,,1,,1,,3
Si,Fe,100%,100%,,Ti,75%,,0%,0%,,100%,75%,25%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/36795/lele-pons-online-comedians-mbti-personality-type,,,,,3,1,,,,,,,,,,
Fi,Ne,75%,75%,,Si,,84%,72%,13%,59%,,13%,3%,,Te,,https://api.personality-database.com/profile_images/9228.png,https://www.personality-database.com/profile/9228/link-neal-online-comedians-mbti-personality-type,7,10,,4,,,3,,2,4,,,1,,,1
Ti,Ne,67%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43555/lucas-vinicius-inutilismo-online-comedians-mbti-personality-type,,,,2,,,,,,,,1,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/30076.png,https://www.personality-database.com/profile/30076/luke-cutforth-online-vloggers-mbti-personality-type,,,,,,,,2,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/30216.png,https://www.personality-database.com/profile/30216/malinda-kathleen-reese-translator-fails-online-musicians-music-critics-mbti-personality-type,,3,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/10510.png,https://www.personality-database.com/profile/10510/mamrie-hart-online-comedians-mbti-personality-type,,2,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41594.png,https://www.personality-database.com/profile/41594/marco-merrino-croix89-online-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,75%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29850.png,https://www.personality-database.com/profile/29850/marcus-butler-online-vloggers-mbti-personality-type,,,,,,3,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/48580.png,https://www.personality-database.com/profile/48580/mark-douglas-key-of-awesome-online-comedians-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/48780.png,https://www.personality-database.com/profile/48780/miia-kinnunen-miiasaurous-online-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
