Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/43875/sinead-mccarthy-online-hosts-producers-editors-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/47252/sona-movsesian-online-hosts-producers-editors-mbti-personality-type,,,,,,,1,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/29204.png,https://www.personality-database.com/profile/29204/abbey-glover-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,1,,,,,,
Fe,Ni,,,,Ni,,,50%,0%,,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/33842.png,https://www.personality-database.com/profile/33842/anji-bee-happy-healthy-vegan-online-diet-fitness-mbti-personality-type,,,,,,,,1,1,,,,,,,
Ni,Fe,97%,56%,,Ti,,94%,53%,41%,,,0%,6%,,Se,50%,https://api.personality-database.com/profile_images/16544.png,https://www.personality-database.com/profile/16544/anthony-fantano-theneedledrop-online-musicians-music-critics-mbti-personality-type,17,1,,14,,1,,,,,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32306.png,https://www.personality-database.com/profile/32306/ashikubi-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/6575.png,https://www.personality-database.com/profile/6575/ashley-bautista-young-ash-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Ti,,,87%,Fe,,98%,7%,91%,98%,,0%,2%,93%,Si,,https://api.personality-database.com/profile_images/7803.png,https://www.personality-database.com/profile/7803/bill-wurtz-online-musicians-music-critics-mbti-personality-type,,,,6,,,,,1,2,,36,,,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/36149.png,https://www.personality-database.com/profile/36149/brett-yang-twoset-violin-online-musicians-music-critics-mbti-personality-type,,6,,,,,,,,,,,,,,
Te,Ni,,,100%,Ne,100%,,0%,50%,,,50%,0%,100%,Fi,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/36163/brian-wecht-ninja-brian-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,1,,,,1,
Ni,Fe,,100%,,Ti,75%,100%,100%,0%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/29836.png,https://www.personality-database.com/profile/29836/carrie-hope-fletcher-online-musicians-music-critics-mbti-personality-type,2,,,,,,,,1,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/40481.png,https://www.personality-database.com/profile/40481/chloe-moriondo-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,4,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/40214/chrissy-costanza-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/34811/clifford-stumme-the-pop-song-professor-online-musicians-music-critics-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,75%,75%,Te,,100%,75%,25%,75%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/43851/conan-gray-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,2,1,,,,,
Fi,Se,73%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33737.png,https://www.personality-database.com/profile/33737/danielle-cohn-online-musicians-music-critics-mbti-personality-type,,,,,,8,,,,,,,,3,,
Ne,Fi,,53%,66%,Te,,98%,53%,45%,64%,,2%,0%,,Si,,https://api.personality-database.com/profile_images/29569.png,https://www.personality-database.com/profile/29569/dave-brown-boyinaband-online-musicians-music-critics-mbti-personality-type,,2,13,1,,,,,,23,3,4,,,1,
Fe,Si,,100%,65%,Ne,,,39%,0%,57%,61%,43%,17%,,Ti,,https://api.personality-database.com/profile_images/7242.png,https://www.personality-database.com/profile/7242/dodie-clark-musicians-british-isles-mbti-personality-type,,8,,,,,,,,1,,,10,4,,
Ne,Ti,,,100%,Fe,,83%,0%,83%,100%,,0%,17%,100%,Si,,https://api.personality-database.com/profile_images/36150.png,https://www.personality-database.com/profile/36150/eddy-chen-twoset-violin-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,,5,,,,1
Se,Fi,,83%,83%,Te,,,17%,17%,100%,67%,0%,67%,,Ni,,https://api.personality-database.com/profile_images/23555.png,https://www.personality-database.com/profile/23555/emma-blackery-online-musicians-music-critics-mbti-personality-type,,,,1,,,,,,1,,,,4,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/34051/eric-arceneaux-online-musicians-music-critics-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,69%,94%,0%,94%,,,6%,0%,100%,Fi,,https://api.personality-database.com/profile_images/17062.png,https://www.personality-database.com/profile/17062/fabricio-di-paolo-lord-vinheteiro-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,10,5,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/50516.png,https://www.personality-database.com/profile/50516/gasto-moreira-kazagasto-online-musicians-music-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/36714/hovey-benjamin-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/37465.png,https://www.personality-database.com/profile/37465/hwang-myunghoon-big-marvel-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46839/imdontai-online-musicians-music-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,29%,0%,,71%,71%,0%,,Ne,,https://api.personality-database.com/profile_images/29848.png,https://www.personality-database.com/profile/29848/joey-graceffa-online-vloggers-mbti-personality-type,2,,,,5,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/24172.png,https://www.personality-database.com/profile/24172/jon-sudano-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,,3,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,67%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/26313.png,https://www.personality-database.com/profile/26313/juliet-simmons-jubyphonic-online-musicians-music-critics-mbti-personality-type,,,,,,,,,1,2,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/34053/ken-tamplin-ken-tamplin-voice-academy-online-musicians-music-critics-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/21632.png,https://www.personality-database.com/profile/21632/leon-lush-online-musicians-music-critics-mbti-personality-type,,,,4,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/30079.png,https://www.personality-database.com/profile/30079/lex-croucher-tyrannosauruslexxx-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/9656.png,https://www.personality-database.com/profile/9656/lloyd-ahlquist-epiclloyd-online-musicians-music-critics-mbti-personality-type,,,,,,,4,,,,,,,,,
Fi,Se,67%,83%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30320.png,https://www.personality-database.com/profile/30320/loren-gray-online-musicians-music-critics-mbti-personality-type,,,,,,3,,1,,,,,,2,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/31260.png,https://www.personality-database.com/profile/31260/luz-online-musicians-music-critics-mbti-personality-type,,,,,,,,,2,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/34052/madeleine-harvey-online-musicians-music-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,86%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/26398.png,https://www.personality-database.com/profile/26398/mafumafu-online-musicians-music-critics-mbti-personality-type,,,,,,,,,1,6,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/30216.png,https://www.personality-database.com/profile/30216/malinda-kathleen-reese-translator-fails-online-musicians-music-critics-mbti-personality-type,,3,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/43606.png,https://www.personality-database.com/profile/43606/mark-grondin-spectrum-pulse-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,100%,,,Si,,100%,17%,83%,100%,,0%,0%,83%,Fe,,https://api.personality-database.com/profile_images/26706.png,https://www.personality-database.com/profile/26706/mars-argo-online-musicians-music-critics-mbti-personality-type,,1,,5,,,,,,,,,,,,
Fi,Se,100%,,,Fi,,,0%,50%,,,0%,50%,,Se,50%,https://api.personality-database.com/profile_images/7807.png,https://www.personality-database.com/profile/7807/myah-alanna-scavo-online-musicians-music-critics-mbti-personality-type,,,1,,,1,,,,,,,,,,
Ti,Se,97%,,,Ni,,,3%,21%,97%,76%,0%,76%,97%,Fe,,https://api.personality-database.com/profile_images/10020.png,https://www.personality-database.com/profile/10020/olajide-olatunji-ksi-online-vloggers-mbti-personality-type,,1,1,5,,,,21,,,,,,,,1
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/33277.png,https://www.personality-database.com/profile/33277/peter-hollens-online-musicians-music-critics-mbti-personality-type,,,,,,,,,1,,,,,,,
