Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Ne,86%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46372.png,https://www.personality-database.com/profile/46372/you-know-im-something-of-a-scientist-myself-internet-memes-mbti-personality-type,,,,6,,,,,,,,1,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46392/you-underestimate-my-power-internet-memes-mbti-personality-type,,,2,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46457/youre-mom-gay-internet-memes-mbti-personality-type,,2,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48619.png,https://www.personality-database.com/profile/48619/alex-knightly-emma-approved-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/50087.png,https://www.personality-database.com/profile/50087/baltimore-maryland-contrapoints-online-fictional-characters-mbti-personality-type,,2,,,,,,,,,,,,,,
Ti,Ne,70%,,,Si,,100%,20%,80%,80%,,0%,0%,80%,Fe,,https://api.personality-database.com/profile_images/30669.png,https://www.personality-database.com/profile/30669/ben-drowned-online-fictional-characters-mbti-personality-type,,,,7,,,,,2,,,1,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/30675.png,https://www.personality-database.com/profile/30675/bloody-painter-online-fictional-characters-mbti-personality-type,,,,,,,,,,1,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/33360.png,https://www.personality-database.com/profile/33360/bridgette-babblebrook-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,2,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/48601.png,https://www.personality-database.com/profile/48601/caroline-lee-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,2,,,,,,,,,,,,,,,
Se,Si,,,100%,Fe,,,0%,0%,,100%,50%,50%,100%,Fi,50%,https://api.personality-database.com/profile_images/48595.png,https://www.personality-database.com/profile/48595/charlotte-lu-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,1,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/38624.png,https://www.personality-database.com/profile/38624/charlotte-quin-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/37381/clover-the-herbologist-babblebrook-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,2,,,
Ni,Ni,,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Fi,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/41625/deceit-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,,1,,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/47631/dolan-dark-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,2,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46021/duck-the-duck-song-online-fictional-characters-mbti-personality-type,,,,2,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/48618.png,https://www.personality-database.com/profile/48618/emma-woodhouse-emma-approved-online-fictional-characters-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,75%,0%,75%,,,25%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/30670/eyeless-jack-online-fictional-characters-mbti-personality-type,,,,,,,,,,,3,,,,1,
Ti,Ne,100%,,,Si,,96%,0%,96%,100%,,0%,4%,96%,Fe,,https://api.personality-database.com/profile_images/35465.png,https://www.personality-database.com/profile/35465/filthy-frank-online-fictional-characters-mbti-personality-type,,,,26,,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/48606.png,https://www.personality-database.com/profile/48606/fitz-williams-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/38321/fred-figglehorn-online-fictional-characters-mbti-personality-type,,,,,,2,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/50082.png,https://www.personality-database.com/profile/50082/freya-contrapoints-online-fictional-characters-mbti-personality-type,,,3,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/48604.png,https://www.personality-database.com/profile/48604/george-wickham-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,,,2,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/48603.png,https://www.personality-database.com/profile/48603/gigi-darcy-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,2,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/48328/habit-everyman-hybrid-online-fictional-characters-mbti-personality-type,,,,1,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/48620.png,https://www.personality-database.com/profile/48620/harriet-smith-emma-approved-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Ti,,,80%,Fe,,,7%,33%,80%,60%,0%,60%,93%,Ni,,https://api.personality-database.com/profile_images/39865.png,https://www.personality-database.com/profile/39865/herobrine-online-fictional-characters-mbti-personality-type,,,1,2,,,,,,1,2,,,,,9
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/30672/hoodie-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/40042/horace-horrible-candle-cove-online-fictional-characters-mbti-personality-type,,,,1,,,,,,,,,,,,
Fe,Si,,100%,67%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/50085.png,https://www.personality-database.com/profile/50085/jackie-jackson-contrapoints-online-fictional-characters-mbti-personality-type,,,,,1,,,,,,,,2,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/48596.png,https://www.personality-database.com/profile/48596/jane-bennet-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,2,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/48688/jane-the-killer-online-fictional-characters-mbti-personality-type,,,,,,,,,,,1,,,,,
Se,Ti,,,78%,Fe,,,0%,0%,100%,100%,0%,100%,78%,Ni,,https://api.personality-database.com/profile_images/30667.png,https://www.personality-database.com/profile/30667/jeff-the-killer-online-fictional-characters-mbti-personality-type,,,,,,,,2,,,,,,2,,5
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/50080.png,https://www.personality-database.com/profile/50080/justine-contrapoints-online-fictional-characters-mbti-personality-type,,,,,3,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/50084.png,https://www.personality-database.com/profile/50084/lady-foppington-contrapoints-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,3,
Fi,Fi,67%,100%,,Ni,,67%,67%,0%,100%,,0%,33%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/30673/laughing-jack-online-fictional-characters-mbti-personality-type,,1,,,,1,,,,1,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/40041/laughingstock-candle-cove-online-fictional-characters-mbti-personality-type,,,,,,,1,,,,,,,,,
Fe,Ne,,,,Se,,100%,50%,50%,,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/48593.png,https://www.personality-database.com/profile/48593/lizzie-bennet-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,1,,,,,1,,,,,,,
Ne,Si,,,67%,Fe,67%,,0%,33%,,67%,67%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41621.png,https://www.personality-database.com/profile/41621/logan-logic-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,,,,,,1,,,,,1,,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/48597.png,https://www.personality-database.com/profile/48597/lydia-bennet-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,2,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/31478.png,https://www.personality-database.com/profile/31478/manjeet-singh-iimanjeetii-online-fictional-characters-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Fi,,,100%,Fe,,100%,50%,50%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/48605.png,https://www.personality-database.com/profile/48605/mary-bennet-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,,,,,1,,1,,,,
Fi,Ne,67%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33367.png,https://www.personality-database.com/profile/33367/maybell-babblebrook-online-fictional-characters-mbti-personality-type,,2,,,,,,,,1,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/14087.png,https://www.personality-database.com/profile/14087/miranda-sings-online-fictional-characters-mbti-personality-type,,,,,6,,,,,,,,,,,
Si,Fe,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/42208/momo-online-fictional-characters-mbti-personality-type,,,,,1,,1,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33374.png,https://www.personality-database.com/profile/33374/mrs-pippetwhistle-babblebrook-online-fictional-characters-mbti-personality-type,,2,,,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/31477.png,https://www.personality-database.com/profile/31477/paramjeet-singh-iiparamjeetii-online-fictional-characters-mbti-personality-type,,,,,,,1,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/41623.png,https://www.personality-database.com/profile/41623/patton-morality-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,,,,3,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33371.png,https://www.personality-database.com/profile/33371/petersmeeter-babblebrook-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Ne,83%,,,Si,,100%,21%,79%,100%,,0%,0%,79%,Fe,,https://api.personality-database.com/profile_images/41440.png,https://www.personality-database.com/profile/41440/pink-guy-online-fictional-characters-mbti-personality-type,,1,,19,,,,,,4,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/40040/pirate-percy-candle-cove-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41626.png,https://www.personality-database.com/profile/41626/remus-duke-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,,,2,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/48599.png,https://www.personality-database.com/profile/48599/ricky-collins-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,2,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/41622.png,https://www.personality-database.com/profile/41622/roman-princey-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,2,,,,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/30676.png,https://www.personality-database.com/profile/30676/sally-play-with-me-online-fictional-characters-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41736/scp999-the-tickle-monster-online-fictional-characters-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/40043/skintaker-candle-cove-online-fictional-characters-mbti-personality-type,,,1,,,,,,,,,,,,,
Te,Ni,,,77%,Se,92%,92%,8%,85%,,,8%,0%,92%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/30674/slenderman-online-fictional-characters-mbti-personality-type,,1,2,,,,,,,,9,,,,1,
Se,Fi,,100%,67%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/50081.png,https://www.personality-database.com/profile/50081/tabby-contrapoints-online-fictional-characters-mbti-personality-type,,,,,,1,,,,,,,,2,,
Ne,Ti,,,67%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/50086.png,https://www.personality-database.com/profile/50086/the-doctor-contrapoints-online-fictional-characters-mbti-personality-type,,,,1,,,,,,,,2,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/33375.png,https://www.personality-database.com/profile/33375/the-haberdasher-babblebrook-online-fictional-characters-mbti-personality-type,,,,3,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/42323/the-imposter-online-fictional-characters-mbti-personality-type,,,,,,,,1,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33361.png,https://www.personality-database.com/profile/33361/the-nightshade-witch-babblebrook-online-fictional-characters-mbti-personality-type,,,,,,,,,,,4,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/48329/the-observer-tribetwelve-online-fictional-characters-mbti-personality-type,,,,1,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/33373.png,https://www.personality-database.com/profile/33373/the-willow-witch-babblebrook-online-fictional-characters-mbti-personality-type,,,,,,,,,2,,,,,,,
Fi,Ne,75%,,,Si,,100%,50%,50%,100%,,0%,0%,,Te,50%,https://api.personality-database.com/profile_images/30668.png,https://www.personality-database.com/profile/30668/ticci-toby-online-fictional-characters-mbti-personality-type,,4,,2,,,,,,,,2,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/50083.png,https://www.personality-database.com/profile/50083/tiffany-tumbles-contrapoints-online-fictional-characters-mbti-personality-type,,,,,,,,3,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/41624.png,https://www.personality-database.com/profile/41624/virgil-anxiety-sanders-sanders-sides-online-fictional-characters-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Ni,,,100%,Ne,100%,,0%,50%,,,50%,0%,100%,Fi,50%,https://api.personality-database.com/profile_images/48598.png,https://www.personality-database.com/profile/48598/william-darcy-the-lizzie-bennet-diaries-online-fictional-characters-mbti-personality-type,,,,,,,,,,,1,,,,1,
